id,command,last_name,first_name,rank,shield_no,active
842025,BX CT,HORAN,JAMES,Sergeant,01686,false
842167,PBBS,RYAN,EDWARD,Deputy Inspector,00000,false
843429,CI&RDIV,TOAL,JOSEPH,Sergeant,02027,false
844547,PBMS,FOX,MICHAEL,Chiefs and other ranks,00000,false
844658,028 PCT,QUINN,JOHN,Lieutenant,00000,false
844789,QAD 1DC,CALLAHAN,THOMAS,Sergeant,00164,false
845109,005 DET,REGENHARD,ALBERT,Sergeant,00919,false
845388,DBMNHTF,LAFFERTY,JOHN,Detective,02188,false
845406,INSUPDV,MONTEMARANO,MICHAEL,Lieutenant,00000,false
845430,PBBX,TIMONY,JOHN,Deputy Inspector,00000,false
845484,066 PCT,BUCCIGROSSI,PHILIP,Police Officer,00692,false
845732,O C I D,POOLEY,FRANCIS,Lieutenant,00000,false
845754,HWY 03,ROODE,KENNETH,Lieutenant,00000,false
845815,TR/STED,VANSCHAICK,JOSEPH,Sergeant,00054,false
847933,SP INV,CASEY,JOHN,Sergeant,00970,false
847961,113 DET,DOWD,TIMOTHY,Sergeant,02114,false
848002,PBMS,HOEHL,ALLAN,Chiefs and other ranks,00000,false
848008,068 PCT,KILLEN,PETER,Detective,03704,false
848036,DA BX,MCHUGH,EDWARD,Detective,02101,false
848091,006 PCT,REGAN,JOHN,Police Officer,12895,false
848125,EQP SEC,TURETZKY,MARTIN,Sergeant,02759,false
848180,OFF/L R,BEIRNE,JOHN,Chiefs and other ranks,00000,false
848203,MC/SQD,DUKE,GEORGE,Captain,00000,false
848349,048 PCT,GALLAGHER,LAWRENCE,Lieutenant,00000,false
848409,CD OP/D,MURPHY,JOSEPH,Deputy Inspector,00000,false
848416,WARRSEC,PAGNELLO,JOSEPH,Detective,04490,false
848419,CD OFF,PETERMAN,JESSE,Inspector,00000,false
848427,PBBS,RAGUSO,JOSEPH,Chiefs and other ranks,00000,false
848528,QAD 1DC,CONNELLY,JOHN,Sergeant,02978,false
848571,O C C B,DRUSS,PHILIP,Lieutenant,00000,false
848658,100 DET,KEEVAN,EDWARD,Detective,01980,false
848730,MNROBSQ,OCONNOR,WILLIAM,Lieutenant,00000,false
848737,DB MSHM,PARR,LEONARD,Detective,02398,false
848758,PBMS TF,ROBERT,JAMES,Lieutenant,00000,false
848777,I.A.B.,SCHAAFF,HENRY,Deputy Inspector,00000,false
848900,S O D,BRESLIN,JOHN,Captain,00000,false
848953,POL ACD,DIAZ,ANTONIO,Lieutenant,00000,false
849056,017 PCT,KIERNAN,RICHARD,Lieutenant,00000,false
849088,DBMNHTF,MCCABE,THOMAS,Detective,01456,false
849107,PER BUR,MARKMAN,MICHAEL,Inactive Ranks,00000,false
849192,047 DET,SCHIFFMAN,STANLEY,Detective,03722,false
849223,DA BKN,TANSEY,JOHN,Sergeant,02825,false
849274,DET BUR,ALLEE,WILLIAM,Inactive Ranks,00000,false
849276,112 PCT,ANDERSON,EDWARD,Lieutenant,00000,false
849301,MOUNTED,BRADY,PATRICK,Sergeant,00452,false
849378,052 DET,DOWLING,BRENDAN,Lieutenant,00000,false
849426,ESS 03,GIRVEN,CHARLES,Sergeant,01963,false
849477,DA BX,KEANE,EDMUND,Sergeant,02364,false
849559,HWY DST,MOORE,JOHN,Detective,02054,false
849582,101 DET,ODONNELL,ROBERT,Detective,03950,false
849650,013 DET,SCHRY,JAMES,Detective,00620,false
849686,075 PCT,TURSELLINO,JOSEPH,Sergeant,01162,false
849702,MED DIV,WERBKAY,VICTOR,Deputy Inspector,00000,false
849732,I.A.B.,HALL,LUDWICK,Lieutenant,00000,false
849765,PBQ/S,BAUSER,HAROLD,Police Officer,06971,false
849812,O M A P,CALVO,RAMON,Sergeant,00722,false
849833,DB QNS,CIVIDANES,ROBERT,Deputy Inspector,00000,false
849897,PBQ/S,DONNELLY,STEPHEN,Captain,00000,false
850046,079 PCT,KEMPSKI,JOHN,Police Officer,16083,false
850049,HWY DST,KENNEDY,VINCENT,Inspector,00000,false
850082,045 DET,LEUCK,KENNETH,Detective,00623,false
850138,PBSI,MARRA,ANTHONY,Chiefs and other ranks,00000,false
850165,TB QNS,MINES,GERALD,Captain,00000,false
850166,I.A.B.,MOAKLEY,JOHN,Chiefs and other ranks,00000,false
850234,BX/N-ND,PETRINO,PASQUALE,Captain,00000,false
850291,PBSI DO,SANTORO,MATTHEW,Detective,00571,false
850423,O C I D,BECKER,KENNETH,Lieutenant,00000,false
850425,TRF CD,BEEHN,CHARLES,Deputy Inspector,00000,false
850478,I.A.B.,CASTAGNA,ALFRED,Lieutenant,00000,false
850605,I.A.B.,GILMARTIN,KEVIN,Inspector,00000,false
850645,I.A.B.,HUGHES,PATRICK,Sergeant,01291,false
850651,PBSI,JACOBS,RONALD,Lieutenant,00000,false
850707,049 PCT,LOONEY,WILLIAM,Sergeant,02204,false
850866,P S B,SCANLON,JOHN,Inactive Ranks,00000,false
850923,BXROBSQ,VITALIANO,ANTHONY,Lieutenant,00000,false
850938,PBQ/S,WHITE,JOHN,Chiefs and other ranks,00000,false
851053,113 PCT,BYRNES,GILBERT,Police Officer,24390,false
851114,H MAN,DIMICELI,ROSS,Sergeant,01648,false
851182,E S U,HAYES,DAVID,Detective,00324,false
851207,104 PCT,JACINA,JOSEPH,Lieutenant,00000,false
851297,109 PCT,MILLER,FREDERICK,Police Officer,24638,false
851352,DB BXHM,PARCHEN,WILLIAM,Detective,03445,false
851532,MED DIV,FOX,LEONARD,Inactive Ranks,00000,false
851544,HWY 03,ALLEN,ROBERT,Sergeant,01693,false
851585,OFSCSRG,BREWER,HOWARD,Lieutenant,00000,false
851587,DB QNS,BRITTON,FREDERICK,Inspector,00000,false
851693,CI&RDIV,GIBLIN,WILLIAM,Lieutenant,00000,false
851756,PBMN,KISSIK,ANTHONY,Inspector,00000,false
851778,HWY 03,LOHEIDE,WALTER,Police Officer,05584,false
851828,043 DET,MONKS,EDWARD,Sergeant,00883,false
851831,P S B,MORANGE,WILLIAM,Inactive Ranks,00000,false
851865,073 PCT,PALUMBO,JOSEPH,Police Officer,07387,false
851898,066 DET,RODENBURG,ROBERT,Detective,01950,false
851990,061 PCT,MACGREGOR,GEORGE,Detective,01573,false
852008,SATDOPS,BOYLE,PATRICK,Captain,00000,false
852041,111 DET,GARNAR,EDWARD,Sergeant,03312,false
852071,COMMDIV,LOTAKIS,GEORGE,Sergeant,02388,false
852078,108 DET,MCDOUGALL,GEORGE,Detective,03938,false
852091,SATHOPS,MORRISROE,JAMES,Deputy Inspector,00000,false
852224,DB BX,GARDNER,MICHAEL,Inspector,00000,false
852246,PBBS,LOVELOCK,JOSEPH,Deputy Inspector,00000,false
852251,HWY 03,MADERIK,JOHN,Police Officer,15365,false
852302,ND NMI,DUFFY,MICHAEL,Captain,00000,false
852315,DB BSHM,ANGOTTI,ANTHONY,Detective,00286,false
852373,PSA 3,DEAMARA,JOHN,Lieutenant,00000,false
852417,070 PCT,GAROFALO,ANTHONY,Police Officer,12139,false
852433,PBMN,GUNTHER,CHARLES,Chiefs and other ranks,00000,false
852450,114 DET,HENNING,ROBERT,Detective,02045,false
852506,DBMNHTF,MCKENNA,THOMAS,Detective,01868,false
852620,HWY 01,SHEIL,KEVIN,Police Officer,19254,false
852644,JB/R/TF,SWEENEY,MARTIN,Lieutenant,00000,false
852708,SP FRDS,BOEFER,GEORGE,Detective,03468,false
852714,SP FRDS,BROCKMEYER,WILLIAM,Detective,01564,false
852788,TRF/MTF,FESER,DONALD,Inspector,00000,false
852805,F.T.S.,GIACOPPI,MICHAEL,Lieutenant,00000,false
852815,DET BUR,GREEN,THOMAS,Chiefs and other ranks,00000,false
852822,E S U,HANRAHAN,JOHN,Police Officer,16851,false
852867,HWY 02,LATOUR,WILLIAM,Lieutenant,00000,false
852873,WARRSEC,LONGARZO,GERALD,Sergeant,03077,false
852913,108 DET,MARTINO,MARIO,Detective,03675,false
852926,034 DET,MONTUORI,JOSEPH,Detective,03790,false
852955,MTN PCT,PIERCYNSKI,RICHARD,Sergeant,03548,false
852986,CPK PCT,ROSATO,GERARD,Sergeant,01441,false
853010,PB EMD,SMITH,FRANCIS,Inspector,00000,false
853056,026 PCT,WILLIAMS,ROBERT,Sergeant,02636,false
853060,COMMDIV,WRYNN,JAMES,Inspector,00000,false
853061,105 PCT,XIQUES,HENRY,Police Officer,24563,false
853145,MAN CT,CRONIN,WILLIAM,Police Officer,11590,false
853172,PBQ/S,DOONAN,CHARLES,Deputy Inspector,00000,false
853184,P S B,ERICKSON,PHILIP,Chiefs and other ranks,00000,false
853185,QAD 1DC,FAHERTY,DONALD,Inspector,00000,false
853186,DB MAN,FAHEY,THOMAS,Chiefs and other ranks,00000,false
853213,CRM REC,GUZMAN,JAMES,Detective,00430,false
853258,I.A.B.,KULAKA,CHARLES,Lieutenant,00000,false
853263,PBQ/S,LAWLESS,THOMAS,Chiefs and other ranks,00000,false
853407,MTS PCT,SLANINKA,RICHARD,Police Officer,16363,false
853491,DA BX,GORMAN,JOHN,Captain,00000,false
853506,PBBS,MEZZADRI,EDWARD,Inspector,00000,false
853694,LDS TRN,POLTORAK,JAMES,Lieutenant,00000,false
853698,INT EPU,REEKIE,ROBERT,Sergeant,02576,false
853708,049 DET,RUPPRECHT,GUENTHER,Detective,00287,false
853860,SP INV,DELUCA,FORTUNATO,Sergeant,02470,false
853892,075 DET,FERRARA,JOSEPH,Lieutenant,00000,false
853907,041 DET,GERHARDT,WILLIAM,Detective,00777,false
853931,PBBS,HARKINS,JOHN,Chiefs and other ranks,00000,false
853939,HWY 03,HEWITSON,PETER,Lieutenant,00000,false
853945,LIC DIV,HUDSON,JOHN,Inspector,00000,false
853951,POL PEN,JOHNSON,WILLIAM,Lieutenant,00000,false
853958,FLT SVC,KELLY,GEORGE,Inspector,00000,false
853978,044 PCT,LEUCK,PETER,Police Officer,25215,false
854057,045 PCT,OMALLEY,THOMAS,Police Officer,25295,false
854099,PBSI DO,SCOTTO,THOMAS,Detective,00001,false
854122,T.A.R.U,STENDRINI,JOHN,Deputy Inspector,00000,false
854133,DB MAN,TAYLOR,WILLIAM,Chiefs and other ranks,00000,false
854230,DET BUR,BIGGINS,PATRICK,Inspector,00000,false
854304,FUG ENF,GRASING,ROBERT,Captain,00000,false
854322,CD OFF,JACKSON,WILLIAM,Detective,00235,false
854340,SOD T/U,LAKIS,WILLIAM,Lieutenant,00000,false
854344,JB/R/TF,LEHAN,RICHARD,Detective,04133,false
854385,PBQ/N,MORGAN,ROBERT,Captain,00000,false
854393,MC/SQD,NERNEY,THOMAS,Detective,03102,false
854410,C C A S,PANZARELLA,PHILLIP,Lieutenant,00000,false
854442,T.A.R.U,RUSSO,JOHN,Detective,02855,false
854447,A P DIV,SAVICKIS,GUNARS,Sergeant,01507,false
854460,073 PCT,SHORT,CHRISTOPHE,Police Officer,25717,false
854468,DB BKLN,STACHLIK,STEPHEN,Deputy Inspector,00000,false
854485,028 PCT,WALKER,ALBERT,Police Officer,25758,false
854500,QAD 1DC,ZANCOLA,EMIL,Lieutenant,00000,false
854559,HWY DST,BOWDEN,WALTER,Detective,03848,false
854633,E S U,DECANDIA,ROBERT,Sergeant,00724,false
854636,CD OP/D,DELPRIORE,THOMAS,Detective,04688,false
854680,061 PCT,FERBER,STEVEN,Lieutenant,00000,false
854686,078 PCT,FITZPATRICK,JAMES,Lieutenant,00000,false
854699,O C I D,GALLIGAN,JOSEPH,Lieutenant,00000,false
854710,076 PCT,GERACI,ANTHONY,Police Officer,13136,false
854711,D-E T/F,GERVASI,MICHAEL,Lieutenant,00000,false
854712,BM SEC,GIARRATANO,JOSEPH,Lieutenant,00000,false
854731,PSB IES,GROSSNICKLE,WAYNE,Captain,00000,false
854807,005 PCT,KMIEC,DENIS,Detective,02510,false
854838,HWY 03,LOVAGLIO,GEORGE,Detective,07019,false
854880,P S B,MARTIN,RICHARD,Chiefs and other ranks,00000,false
854899,HWY 03,MORABITO,ALBERT,Sergeant,03105,false
854942,C C A S,PACE,PAUL,Detective,00683,false
854971,QNS CT,RECKERDRES,WILLIAM,Sergeant,03556,false
855001,CD IRS,RYAN,JAMES,Lieutenant,00000,false
855034,109 DET,SHATINSKY,JOHN,Lieutenant,00000,false
855052,PBBX,STAMP,GEORGE,Lieutenant,00000,false
855069,NAR DIV,TELLONE,MICHAEL,Lieutenant,00000,false
855077,052 PCT,TIMBERLAKE,JOHN,Police Officer,25952,false
855138,SAT B/N,WARD,JAMES,Chiefs and other ranks,00000,false
855156,I.A.B.,ANSCHICK,ROBERT,Inspector,00000,false
855172,DB BX,BRAMBLE,MICHAEL,Lieutenant,00000,false
855222,PBMS,DERENTHAL,FREDERICK,Lieutenant,00000,false
855268,DB QNS,GILLESPIE,BERNARD,Captain,00000,false
855315,PBQ/S,KEMPISTY,JOHN,Police Officer,04566,false
855328,PBBS,LATTANZIO,RONALD,Detective,03291,false
855380,O T S D,MEENAN,WALTER,Detective,01261,false
855401,CD OFF,NADEL,DAVID,Lieutenant,00000,false
855423,052 PCT,PAGANO,JAMES,Lieutenant,00000,false
855442,083 PCT,RAMONAS,ANTHONY,Police Officer,08719,false
855461,AUX P.S,SARKUS,PETER,Lieutenant,00000,false
855471,DA BKN,SEIDENSTEIN,WILLIAM,Lieutenant,00000,false
855476,PBBS TF,SILVESTRI,WILLIAM,Police Officer,09364,false
855566,E S U,WARGO,CURT,Captain,00000,false
855612,023 DET,BARNES,LUTHER,Sergeant,03152,false
855626,BX/S-ND,BORMAN,GARY,Lieutenant,00000,false
855710,MC/SQD,DEVINE,JOHN,Sergeant,02770,false
855776,WARRSEC,GIBSON,ROGER,Detective,01835,false
855804,DB BNHM,HEFFERNAN,JOSEPH,Lieutenant,00000,false
855818,VED BX,HOUSE,RONALD,Detective,02079,false
855834,QNS CT,KALIN,DAVID,Sergeant,01828,false
855885,044 DET,MCCARTHY,JOHN,Detective,00357,false
855886,DB LPS,MCCORMICK,ARTHUR,Detective,00952,false
855889,050 PCT,MCDONALD,EUGENE,Police Officer,14084,false
855904,QAD 1DC,MACINTOSH,FRANCIS,Sergeant,02815,false
856144,CI&RDIV,WODARSKI,JOSEPH,Deputy Inspector,00000,false
856189,P C O,STAHL,LOWELL,Chiefs and other ranks,00000,false
856193,PBMN,KING,ROBERT,Captain,00000,false
856198,QA DCSI,MCCARTY,MICHAEL,Lieutenant,00000,false
856257,PBMN TF,BRADY,MICHAEL,Lieutenant,00000,false
856283,INSUPDV,CARDAIO,ARTHUR,Sergeant,00460,false
856305,TB,CONRAD,JAMES,Lieutenant,00000,false
856306,DB QNHM,CONROY,MICHAEL,Sergeant,02116,false
856314,PBSI,CRONIN,JOHN,Chiefs and other ranks,00000,false
856339,CRJ BUR,DEVLIN,PATRICK,Chiefs and other ranks,00000,false
856354,DB BX,EGGLESTON,LESTER,Detective,00237,false
856356,PBMS,ESPOSITO,MICHAEL,Chiefs and other ranks,00000,false
856360,DB LPS,FALANGA,ANIELLO,Detective,00153,false
856376,PBBS,FLORES,PRIMO,Captain,00000,false
856381,PBQ/S,FRIES,CHARLES,Captain,00000,false
856399,TB QNS,GILMARTIN,JOHN,Inspector,00000,false
856403,P C C U,GOMILA,GILBERTO,Lieutenant,00000,false
856407,PBMN,GRANVILLE,STROMME,Lieutenant,00000,false
856411,SIHU,GREEN,RICHARD,Captain,00000,false
856428,102 PCT,HARVEY,WILLIAM,Police Officer,26223,false
856477,023 PCT,KIERNAN,JOHN,Lieutenant,00000,false
856489,POL ACD,KRINICK,NORMAN,Sergeant,02310,false
856527,023 PCT,MCKENNEY,WALTER,Police Officer,26322,false
856529,120 DET,MCLOUGHLIN,JOHN,Detective,03991,false
856544,PBQ/N,MANDEL,MICHAEL,Inspector,00000,false
856574,MTS DET,MONAHAN,ARTHUR,Lieutenant,00000,false
856584,MOUNTED,MUGLIA,NICHOLAS,Detective,00250,false
856585,DB QSVS,MULLEN,PATRICK,Lieutenant,00000,false
856641,078 PCT,RAFFERTY,MATTHEW,Captain,00000,false
856709,HARBOR,SOPER,WILLIAM,Lieutenant,00000,false
856714,CI&RDIV,STATKEVICUS,GEORGE,Lieutenant,00000,false
856723,106 DET,SULLIVAN,MICHAEL,Detective,03841,false
856751,AV.UNIT,WASIAK,JOHN,Captain,00000,false
856760,BM SEC,WILLIAMSON,WILLIAM,Sergeant,03068,false
856761,FLT SVC,WINTER,RICHARD,Inspector,00000,false
856811,DBMNHTF,POTTER,JOEL,Detective,03384,false
856870,AUTO CD,BYRNE,MICHAEL,Captain,00000,false
856917,024 PCT,DOWD,THOMAS,Lieutenant,00000,false
856951,046 PCT,JAMES,CLARENCE,Police Officer,26700,false
857003,BX CT,MOORHEAD,HENRY,Lieutenant,00000,false
857017,I.A.B.,OBRIEN,THOMAS,Lieutenant,00000,false
857040,MNROBSQ,RAGUSA,DOMINICK,Detective,02682,false
857068,BOMB SQ,TUOHY,BRIAN,Detective,00819,false
857070,111 PCT,VALENTE,JOSEPH,Captain,00000,false
857085,INT DIV,HEALY,JOHN,Detective,03280,false
857144,E S U,DINKELACKER,WILLIAM,Lieutenant,00000,false
857175,POL ACD,GLASSER,MICHAEL,Sergeant,01109,false
857187,DBMNHTF,HARTNETT,TIMOTHY,Detective,03192,false
857201,POL ACD,KENNEDY,PAUL,Lieutenant,00000,false
857233,046 DET,MURPHY,EDWARD,Detective,01637,false
857236,PBBX TF,MURPHY,TIMOTHY,Lieutenant,00000,false
857294,123 PCT,YASSO,MICHAEL,Detective,01548,false
857303,017 DET,DONOFRIO,LOUIS,Detective,03092,false
857308,DB BXHM,WALL,EDWARD,Sergeant,02123,false
857336,I.A.B.,WEBER,STEVEN,Lieutenant,00000,false
857348,048 PCT,RATH,WILLIAM,Lieutenant,00000,false
857416,DPT INV,SIROKA,ANDREW,Detective,04047,false
857526,041 PCT,BUTLER,ROBERT,Detective,00248,false
857532,PBSI,CALHOUN,WILLIAM,Chiefs and other ranks,00000,false
857561,PBBS,COCCIA,ROBERT,Police Officer,27157,false
857562,013 DET,COLAIANNI,FRANK,Detective,00402,false
857600,DB BKLN,CROWE,WILLIAM,Detective,01990,false
857605,PBBN,CUNNEEN,JOSEPH,Chiefs and other ranks,00000,false
857635,BX CT,DEVINE,JOHN,Police Officer,27229,false
857655,INT EPU,DUFFY,BRENDAN,Detective,00698,false
857708,006 PCT,GOLDBLATT,BARRY,Lieutenant,00000,false
857732,A P DIV,HAY,DOUGLAS,Lieutenant,00000,false
857736,TRF CD,HEGARTY,JAMES,Chiefs and other ranks,00000,false
857770,DBMNHTF,JOHNSON,WILLIAM,Detective,02088,false
857780,PBBS TF,KEENAN,DENNIS,Sergeant,01418,false
857791,028 PCT,KINGSBURY,KENNET,Lieutenant,00000,false
857805,I.A.B.,LATUGA,RICHARD,Deputy Inspector,00000,false
857822,DB MAN,LOUCAS,CHRIST,Detective,00396,false
857823,DB MAN,LOUGHNANE,JOSEPH,Detective,02370,false
857827,TB QNS,LUBOMSKI,JOSEPH,Captain,00000,false
857891,B/S-WND,MILLER,RICHARD,Sergeant,02135,false
857894,PB POS,MILLETT,JOHN,Lieutenant,00000,false
857920,010 PCT,MULLICK,MICHAEL,Police Officer,27511,false
857997,I.A.B.,REDMOND,RAYMOND,Inspector,00000,false
858021,SAT B/N,ROMANO,ROCCO,Captain,00000,false
858065,PBQ/S,SEYMOUR,JOHN,Chiefs and other ranks,00000,false
858067,GANG M,SHORE,JEFFREY,Captain,00000,false
858139,HWY 02,WILKENS,WILLIAM,Captain,00000,false
858143,PBBX,WOHLBERG,JOHN,Police Officer,27738,false
858160,PBBS,ANDRUSZKEWICZ,PHILLIP,Captain,00000,false
858164,PBMS TF,WOLF,JOHN,Lieutenant,00000,false
858169,AUTO CD,CULLEN,THOMAS,Lieutenant,00000,false
858197,O T S D,MANSFIELD,VINCENT,Chiefs and other ranks,00000,false
858200,P S B,GIANNELLI,ROBERT,Inactive Ranks,00000,false
858204,COMMSEC,FARRELL,RICHARD,Captain,00000,false
858205,BKLN CT,HENKEL,JOHN,Sergeant,02179,false
858232,040 PCT,ANGEROME,JOSEPH,Police Officer,01164,false
858241,066 DET,BAGLIO,ANTHONY,Detective,00029,false
858265,DB BNHM,BERGIN,RICHARD,Detective,03486,false
858284,FUG ENF,BROOKS,MICHAEL,Deputy Inspector,00000,false
858343,BOMB SQ,CORBETT,JAMES,Detective,03449,false
858351,DB BNHM,COURSEY,KEVIN,Detective,01520,false
858355,I.A.B.,CRAWLEY,WILLIAM,Chiefs and other ranks,00000,false
858376,SATNOPS,DAVIS,GRANVILLE,Lieutenant,00000,false
858391,034 PCT,DOUGHERTY,THOMAS,Police Officer,09706,false
858413,020 PCT,EZAGUI,RICHARD,Police Officer,15980,false
858442,MAN CT,GESCHWIND,JOSEPH,Police Officer,13753,false
858482,MAN CT,HENRY,NEWTON,Lieutenant,00000,false
858531,QAD 1DC,KELLY,PAUL,Lieutenant,00000,false
858547,PB EMD,LARKE,ROBERT,Detective,02274,false
858583,CI&RDIV,MCCONVILLE,JOSEPH,Detective,01919,false
858663,SP INV,NAPOLI,LOUIS,Detective,00818,false
858704,120 PCT,PERDON,LOUIS,Police Officer,25523,false
858734,INT EPU,RAMIREZ,ARAMIS,Detective,03360,false
858776,EMP REL,SCALZA,PATRICK,Detective,02956,false
858901,I.A.B.,CURLEY,ROBERT,Deputy Inspector,00000,false
858914,MTS PCT,RINTOUL,HARRY,Detective,03597,false
858935,052 PCT,GRIBBEN,RICHARD,Lieutenant,00000,false
858983,NARCBBN,ANTOMEZ,HERBERT,Sergeant,02719,false
858997,BOMB SQ,BARRY,KEVIN,Detective,00033,false
859113,PBSI DO,COWAN,EDWARD,Lieutenant,00000,false
859130,MOUNTED,DAMODIO,CHARLES,Lieutenant,00000,false
859155,040 PCT,DIGLIO,JOSEPH,Police Officer,27945,false
859158,MTS PCT,DOCHERTY,JAMES,Detective,06832,false
859204,MP SQD,FIGUEROA,RAUL,Detective,00197,false
859218,PSA 4,FOLKMAN,THEODORE,Captain,00000,false
859220,PBQ/S,FOOTE,GARY,Deputy Inspector,00000,false
859228,PBMN,FRIEDLAND,STEPHEN,Inspector,00000,false
859275,PBQ/S,HAMMOND,WILLIAM,Lieutenant,00000,false
859298,068 DET,HOTALING,LAWRENCE,Lieutenant,00000,false
859326,047 DET,JOHNSTON,RICHARD,Detective,02314,false
859341,S S B,KISLING,ARNOLD,Lieutenant,00000,false
859400,ND BXSI,MCGOLDRICK,JAMES,Lieutenant,00000,false
859407,032 PCT,MCLAUGHLIN,RICHARD,Police Officer,05446,false
859428,D C P I,MARTIN,PETER,Lieutenant,00000,false
859500,JT T/F,ORTIZ,NICHOLAS,Detective,03208,false
859535,INT EPU,PINEIRO,PEDRO,Inspector,00000,false
859573,QNS CT,RODRIGUEZ,PHILIP,Sergeant,01265,false
859642,063 PCT,STADLER,HERBERT,Police Officer,19744,false
859643,I.A.B.,STANISZEWSKI,THADDEUS,Lieutenant,00000,false
859646,120 PCT,STRYPE,GEORGE,Police Officer,19771,false
859650,T.A.R.U,SULLIVAN,JAMES,Detective,00935,false
859674,063 PCT,TROTTA,JOSEPH,Police Officer,02184,false
859684,MED DIV,VARGAS,JOSE,Sergeant,02973,false
859690,QA DCSI,VERLIZZO,ALFRED,Lieutenant,00000,false
859698,TRF/MTF,WAGNER,ROBERT,Sergeant,02122,false
859704,BXROBSQ,WEIS,JOHN,Detective,02673,false
859720,QNS CT,WYGAND,LOUIS,Lieutenant,00000,false
859760,DBMS OP,COSENZA,BERNARD,Deputy Inspector,00000,false
859780,PROPCLK,ACHESON,RONALD,Police Officer,07749,false
859820,PBQ/S,CLARK,PETER,Inspector,00000,false
859900,O C C B,INCANTALUPO,ANTHONY,Detective,02316,false
859936,I.A.B.,MCAVEY,JAMES,Detective,01254,false
859942,060 PCT,MCGOLDRICK,JOHN,Lieutenant,00000,false
859969,048 DET,MONAHAN,JAMES,Detective,01035,false
860014,063 DET,RUGGIERO,JAMES,Detective,03734,false
860015,MED DIV,RUNGO,NICHOLAS,Captain,00000,false
860046,HWY DST,TRAVAGLIA,MATTHEW,Detective,00753,false
860090,O T S D,DARBY,MICHAEL,Deputy Inspector,00000,false
860095,PBQ/S,CALLAHAN,WILLIAM,Chiefs and other ranks,00000,false
860102,078 DET,NIEMCZYK,MICHAEL,Detective,01534,false
860144,048 DET,MORONEY,KEVIN,Detective,00139,false
860152,COMMDIV,NEYLAND,LAURENCE,Captain,00000,false
860154,HWY DST,KOZLIK,DOUGLAS,Lieutenant,00000,false
860177,PBSI,LESCHACK,EDWIN,Captain,00000,false
860186,068 DET,GARDELL,STEPHEN,Detective,03738,false
860196,071 DET,ABRAHAM,NEMESIO,Detective,03459,false
860202,PROPCLK,ADINOLFI,VINCENT,Police Officer,28003,false
860205,DB BKLN,ALBERT,JAMES,Inspector,00000,false
860207,INT EPU,ALLEN,NATHAN,Detective,02371,false
860243,MTN DET,BEYRODT,GERARD,Sergeant,00837,false
860269,MED DIV,BRULLMANN,JOHN,Lieutenant,00000,false
860272,PBQ/S,BUCKLEY,DANIEL,Sergeant,00585,false
860317,INSRVTR,CLANCY,ROBERT,Sergeant,01791,false
860404,P S B,ESTAVILLO,NICHOLAS,Inactive Ranks,00000,false
860412,DET BUR,FARRELL,THOMAS,Lieutenant,00000,false
860457,I.A.B.,FUNK,GEORGE,Detective,01259,false
860488,SS DIV,GUERIN,EUGENE,Deputy Inspector,00000,false
860519,110 DET,HUNT,FRANCIS,Detective,01646,false
860523,PBSI,IDONE,FRANK,Lieutenant,00000,false
860533,030 DET,JOSEPH,FRANCIS,Detective,01907,false
860534,102 PCT,KAFKA,RICHARD,Lieutenant,00000,false
860571,PROPCLK,LOMBARDO,JOHN,Police Officer,28388,false
860574,019 PCT,LOUD,JOHN,Police Officer,28384,false
860576,PROPCLK,LUGO,ANGELO,Sergeant,00028,false
860586,CI&RDIV,MCGOWAN,HUGH,Lieutenant,00000,false
860631,PBBX,MEDNICK,ROBERT,Captain,00000,false
860667,DC ADV,MURPHY,TIMOTHY,Lieutenant,00000,false
860694,STAFFSV,ORLOVE,JONATHAN,Lieutenant,00000,false
860696,017 PCT,OSHEA,KEVIN,Lieutenant,00000,false
860702,FOR INV,PALAMAR,JOHN,Captain,00000,false
860708,019 PCT,PARKANS,JOSEPH,Police Officer,28533,false
860725,POL ACD,PERRY,ARTHUR,Detective,03087,false
860727,110 PCT,PETRONE,PETER,Sergeant,00500,false
860757,PBMS,REX,GERALD,Lieutenant,00000,false
860758,103 PCT,REYNOLDS,GEORGE,Police Officer,28574,false
860771,PSB IES,ROMAINE,RICHARD,Deputy Inspector,00000,false
860782,S O D,RUDDY,PATRICK,Police Officer,28599,false
860820,MTS PCT,SHANNON,THOMAS,Police Officer,28638,false
860822,BOMB SQ,SHEEHAN,GERALD,Lieutenant,00000,false
860860,I.A.B.,STRATOS,ANDREW,Lieutenant,00000,false
860868,076 DET,TALBOT,PATRICK,Detective,01689,false
860884,112 PCT,TRETTER,LINO,Police Officer,28703,false
860917,DET BUR,WELLS,CHARLES,Inspector,00000,false
860951,I.A.B.,ONEILL,BRIAN,Deputy Inspector,00000,false
860994,112 PCT,CANDELA,ROBERT,Sergeant,00753,false
860995,I.A.B.,WOERNER,ROBERT,Lieutenant,00000,false
861004,M E L D,FARRELL,KEVIN,Chiefs and other ranks,00000,false
861012,D C C A,KLEINHEIDT,WILLIAM,Deputy Inspector,00000,false
861015,CPK PCT,BATTISTA,NICHOLAS,Police Officer,28775,false
861017,DA S/I,BURKE,JAMES,Sergeant,01020,false
861021,090 DET,FOX,THOMAS,Sergeant,01645,false
861029,120 DET,RONNE,ROBERT,Detective,01350,false
861032,VE BSSI,WALLACE,JAMES,Captain,00000,false
