id,command,last_name,first_name,rank,shield_no,active
903406,112 DET,BARTOLOMEI,CLAUDIA,Sergeant,00033,false
903407,028 PCT,MCCABE,PATRICIA,Police Officer,27397,false
903408,D-E T/F,BASANDELLA,FRANCO,Lieutenant,00000,false
903409,019 PCT,BATISTA,JOSE,Police Officer,31897,false
903410,QM SEC,BATTAGLIA,FRANK,Detective,01630,false
903411,I.A.B.,BAUDILLE,MICHAEL,Lieutenant,00000,false
903412,PBBS TF,BAUMERT,JAMES,Police Officer,00378,false
903413,NARCBBS,BAXTER,JOSEPH,Detective,01021,false
903414,PBMS,BEAUDETTE,TIMOTHY,Chiefs and other ranks,00000,true
903415,009 PCT,BELL,ROBERT,Lieutenant,00000,false
903416,TRF OPS,BELMONTE,CHRISTOPHE,Lieutenant,00000,false
903417,E S U,BEMBENEK,ERIC,Detective,04777,false
903418,SS QBSZ,BENAMOU,JEANCLAUDE,Police Officer,25117,false
903419,043 DET,BENCIVENGO,ANTHONY,Detective,01242,false
903420,RMB QAD,LAMPASONE,JILL,Sergeant,05253,false
903421,032 PCT,BENINI,RONALD,Police Officer,24365,false
903422,NARCBQN,BENSON,BENJAMIN,Sergeant,03047,false
903423,PBQST/F,BENVENGO,JOHN,Lieutenant,00000,false
903424,NARCBBN,BERGER,BARRY,Lieutenant,00000,false
903425,INT UOU,BERKOWITZ,ANDREW,Detective,07141,false
903426,TB DT20,AVILES,ADRIANA,Police Officer,03577,false
903427,DB SVD,BERMUDEZ,HERIBERTO,Lieutenant,00000,false
903429,CPK PCT,BERNADOTTE,JULES,Police Officer,08357,false
903430,006 DET,BERNARDES,VALDEMAR,Detective,06859,false
903431,HWY DST,BERNARDO,MARIO,Police Officer,06476,false
903432,PSA 9,BERNITT,WILLIAM,Police Officer,22932,false
903433,WARRSEC,BERSCH,BRANDON,Sergeant,02946,false
903434,078 DET,BESKIN,STEVEN,Detective,07299,false
903435,017 PCT,ALBERTSON,KURT,Police Officer,26991,false
903436,077 PCT,BETCHER,THOMAS,Police Officer,22230,false
903437,HWY 01,BETTENHAUSER,RONALD,Police Officer,29714,false
903438,106 PCT,BETTS,MORSAL,Police Officer,22277,false
903439,QM SEC,BEVILACQUA,JOSEPH,Lieutenant,00000,false
903440,INT OAS,BIANCOVISO,NICHOLAS,Detective,01288,false
903441,PSA 8,BILARDI,EDWARD,Sergeant,02865,false
903442,QNS CT,BILY,BRIAN,Captain,00000,false
903443,019 PCT,BISCARDI,SUZANNE,Police Officer,30979,false
903445,SIHU,BISHOP,CRAIG,Police Officer,28689,false
903446,033 PCT,BITCHATCHI,KAREN,Police Officer,12556,false
903448,073 PCT,BLANSHAFT,STEPHEN,Sergeant,00608,false
903450,NARCBQN,BLEIER,FRANK,Detective,00729,false
903452,JTTF,BOECKMANN,PETER,Detective,07584,true
903453,GANG DV,BOECKMANN,RAINER,Detective,04686,false
903454,114 DET,BOKINA,RONALD,Detective,02895,false
903455,028 PCT,BOLLMANN,LAURA,Police Officer,09783,false
903456,INT OAS,BONANNO,SEBASTIAN,Detective,00177,true
903457,102 PCT,BOND,RICHARD,Police Officer,20751,false
903458,F.T.S.,BONFANTI,ANTHONY,Sergeant,02347,false
903461,MTS PCT,BOOKMAN,PAUL,Police Officer,28776,false
903465,041 PCT,BOROWSKI,PETER,Police Officer,14773,false
903466,BX CT,BORRELLI,ROBERT,Sergeant,00542,false
903467,SIHU,BOTTONE,EDWARD,Police Officer,24376,false
903468,O C I D,BOWEN,PETER,Detective,03685,false
903469,O C I D,BOYER,DOUGLAS,Detective,01161,false
903470,CTERRDV,BOYLE,THOMAS,Sergeant,04589,false
903471,F.T.S.,BRACCIA,DANIEL,Police Officer,31160,false
903473,019 PCT,BRANDL,RICHARD,Police Officer,24385,false
903474,INT OAS,BRANZETTI,KEVIN,Sergeant,01381,false
903475,QNS CT,BRAUN,HERMANN,Police Officer,19002,false
903476,046 PCT,BREA,RICHARD,Deputy Inspector,00000,false
903477,ADM SUP,KENNEDY,CAROLINE,Police Officer,08383,false
903478,020 PCT,BRENNAN,JOHN,Sergeant,03661,false
903479,TARU,BRENNAN,KEVIN,Detective,01402,false
903480,D-E T/F,BRENNAN,KEVIN,Detective,03000,false
903481,TRP BUR,BRENNAN,PAUL,Lieutenant,00000,false
903482,NAR DIV,BRENNAN,THOMAS,Detective,07216,false
903483,QNS CT,BRESNAHAN,MICHAEL,Police Officer,02443,false
903484,068 PCT,POPOVIC,ALISSA,Police Officer,25544,false
903485,PBMN TF,BRICEGERMAN,MELISSA,Police Officer,20798,false
903486,120 PCT,BRILL,MICHAEL,Lieutenant,00000,false
903487,ESS 05,BRILL,TERENCE,Detective,06721,false
903488,122 PCT,AZZATO,KERRI,Police Officer,02059,false
903489,DB CRD,BRISCOE,MATTHEW,Detective,01658,false
903491,033 PCT,BROADNAX,SHIRON,Police Officer,20256,false
903492,079 PCT,BRODMAN,CRAIG,Police Officer,02429,false
903493,084 PCT,BROOKS,ANTHONY,Police Officer,30624,false
903494,TRF/MTF,BROOKS,CHRISTOP,Police Officer,28046,false
903495,052 PCT,BROSNAN,DANIEL,Police Officer,30090,false
903497,062 PCT,BROWN,AKEITA,Lieutenant,00000,false
903498,WARRSEC,BROWN,GORDON,Detective,05175,false
903499,PBBN SU,BROWN,PAUL,Police Officer,12761,false
903501,106 DET,BROWN,RAYMOND,Detective,00056,false
903503,LDS TRN,BRUNN,ANDREW,Sergeant,90350,false
903504,INT UOU,OSORIO,JENNIFER,Detective,07230,false
903505,001 PCT,BRUNO,LISA,Sergeant,04679,false
903506,NARCBSI,BUCKLEY,CORNELIUS,Sergeant,03282,false
903507,F.T.S.,BUCKLEY,JOSEPH,Police Officer,05677,false
903508,PBQS,BUONAGURA,JAMES,Police Officer,26893,false
903509,072 DET,BURCHETTE,JOHN,Detective,01806,false
903510,041 PCT,BURGOS,DAVID,Police Officer,03004,false
903511,017 PCT,BURGOS,HAROLD,Police Officer,28691,false
903512,NARCBBX,BURGOS,JORGE,Detective,00561,false
903514,DET BUR,BURKE,BRIAN,Chiefs and other ranks,00000,false
903515,HOU,BURKE,DANIEL,Sergeant,00523,false
903516,DA BX,BURKE,RAYMOND,Detective,06512,false
903517,MTS PCT,BURKHARDT,HENRY,Police Officer,28696,false
903518,NARCBQS,BURKITT,KEITH,Sergeant,01556,false
903519,120 PCT,BURTON,CALVIN,Police Officer,10465,false
903520,088 PCT,BUSCO,JAMES,Police Officer,31713,false
903521,INT EPU,BUTLER,MICHAEL,Detective,07451,false
903522,H INV U,BUZZITTA,THOMAS,Lieutenant,00000,false
903523,HWY 02,BYRNE,CHRISTIAN,Lieutenant,00000,false
903524,JT T/F,BYRNE,DENNIS,Detective,06682,false
903525,075 DET,AMORESE,ANTHONY,Detective,01676,false
903527,O C C B,CABAN,ROBERT,Sergeant,01237,false
903528,DB CED,CABAN,YOLANDA,Detective,03606,false
903529,062 PCT,CACCAMO,GLEN,Police Officer,30091,false
903531,M I S D,CAFFREY,PATRICK,Lieutenant,00000,false
903532,007 PCT,CAGGIA,FRANCESCO,Police Officer,30992,false
903533,PBQ/N,MOSS,DARLENE,Detective,01825,false
903535,PBBS,CALABRESE,ANTHONY,Police Officer,02070,false
903537,075 PCT,CALHOUN,GARY,Sergeant,00622,false
903538,H BX/Q,CALIFANO,ANTHONY,Sergeant,01142,false
903539,M I S D,GRECO,CATHERINE,Police Officer,06243,false
903540,P C O,CALLAHAN,JOSEPH,Detective,02463,false
903541,050 PCT,CALLENDER,ROBERT,Police Officer,22949,false
903542,F S S,CALLOW,CHRISTOPHE,Detective,01310,false
903543,H MAN,CALVARUSO,FRANK,Police Officer,18680,false
903544,MTS PCT,CAMACHO,STEVEN,Police Officer,30818,false
903546,GANG DV,CAMELLO,LOUIS,Detective,06683,false
903547,GANG SI,CAMINITI,DOMINICK,Detective,07235,false
903548,034 DET,CAMINITO,KEVIN,Detective,01535,false
903550,108 DET,CANAVAN,CHRISTOPHE,Sergeant,00931,false
903551,PB HRD,CAPASSO,STEPHEN,Chiefs and other ranks,00000,true
903552,NARCBBN,CAPOLINO,CRAIG,Detective,00259,false
903553,075 PCT,CAPOTOSTO,PETER,Police Officer,06541,false
903554,ND Q/NI,CAPPELMANN,KEVIN,Detective,00188,false
903556,HQ SEC,CARABALLO,ELVIN,Police Officer,19018,false
903557,DBQS,CARAVOUSANOS,FERDINAND,Detective,02728,false
903558,017 PCT,CARBONE,SALVATORE,Police Officer,26952,false
903559,PROPCLK,CAREY,CHARLES,Police Officer,01361,false
903560,PB CAD,CAREY,DAVID,Lieutenant,00000,false
903561,PBBX,CARLO,EVELYN,Lieutenant,00000,false
903563,POL ACD,CARMODY,MIKE,Police Officer,00523,false
903564,QNS CT,CARNEY,KEVIN,Police Officer,06275,false
903565,MP SQD,CAROLINY,ELOI,Detective,07629,false
903567,PBBX,CARRADERO,WILFREDO,Police Officer,08506,false
903569,PBBX TF,CARRASQUILLO,JOSE,Police Officer,06547,false
903570,069 DET,CARROLL,RICHARD,Detective,06684,false
903571,AV.UNIT,CARROLL,SEAN,Police Officer,12839,false
903572,034 PCT,CARROLL,THOMAS,Lieutenant,00000,false
903574,042 PCT,CARTER,CLEE,Police Officer,24398,false
903575,NARCBMS,CARTER,LEROY,Detective,01763,false
903576,S O D,CARTER,ROBERT,Police Officer,28093,false
903578,062 DET,CASELLA,ROBERT,Detective,05198,false
903579,047 PCT,ENNIS,ANNMARIE,Police Officer,30630,false
903580,044 PCT,CASILLAS,DONALD,Police Officer,29926,false
903583,PROPCLK,CASTELLANOS,JOHN,Police Officer,19043,false
903584,DB QSVS,CASTELLAR,EDDY,Detective,02526,false
903585,CPK PCT,CASTIGLIONE,JOSEPH,Police Officer,23864,false
903586,034 PCT,CASTILLO,BIENVENIDO,Police Officer,23872,false
903587,RMB QAD,CATALANOTTO,KEVIN,Police Officer,25951,false
903588,046 PCT,CATOGGIO,GINA,Police Officer,02901,false
903589,DB BXSV,CAVALIERO,EDWARD,Detective,01436,false
903591,C A D,CAWLEY,GERALD,Lieutenant,00000,false
903592,TB DT30,CECCHETTI,MAURICE,Lieutenant,00000,false
903593,032 PCT,CECCHETTI,PAUL,Police Officer,28698,false
903594,061 DET,CENNAMO,CHRISTOPHE,Detective,00786,false
903595,033 PCT,CERAMI,LOUIS,Police Officer,03328,false
903596,BXS OP NIGHT,CESARZ,CHRISTOPHER,Sergeant,04249,true
903597,ESS 10,GUERRERO,TINA,Detective,07233,false
903599,006 PCT,CHAMBERTIDES,PETER,Sergeant,04701,false
903600,DA NY,CHAN,SIMON,Detective,03888,false
903601,PBBS SU,CHAN,STEPHEN,Sergeant,05188,false
903602,005 PCT,KECK,WAIYEE,Police Officer,23883,false
903603,DR.ED&T,CHANAT,MICHAEL,Police Officer,04071,false
903604,040 PCT,CHANCEY,RANDY,Police Officer,23488,false
903605,NARCBQN,CHANDLER,DOLOES,Detective,07306,false
903606,TRP BUR,CHECO,ARTEMIO,Police Officer,00983,false
903607,GANG BN,CHELL,THOMAS,Detective,01016,false
903608,077 PCT,CHEN,DARRYL,Detective,07678,false
903612,CD OFF,CHIECO,ALAN,Detective,06975,false
903613,PBMS TF,LEWIS,IRIS,Police Officer,02434,false
903614,CAB,CHIN,WYMAN,Detective,00005,true
903615,TB DT01,CHIRIBOGA,RICHARD,Sergeant,03083,false
903617,045 DET,CILENTO,RALPH,Lieutenant,00000,false
903618,103 PCT,CIMILLUCA,JOHN,Police Officer,22989,false
903619,WARRSEC,CIMINO,JOHN,Sergeant,01591,false
903621,MAN CT,CINTRON,JESSE,Police Officer,05715,false
903622,DB GVSD,CIOLINO,ROBERT,Detective,05235,false
903623,H BKLYN,CIORCIARI,THOMAS,Lieutenant,00000,false
903625,INT OAS,CLANCY,KEVIN,Detective,02915,false
903626,PSA 1,CLARDY,JOHN,Police Officer,28956,false
903627,WARRSEC,CLARK,PETER,Lieutenant,00000,false
903629,NARCBBN,CLARKE,ERIC,Detective,06179,false
903630,007 PCT,CLARKE,HARRY,Police Officer,30102,false
903633,DB HATE,CLINTON,JOHN,Lieutenant,00000,false
903634,ESS 02,COAN,DANIEL,Police Officer,01313,false
903635,061 PCT,COCCIA,ROBERT,Police Officer,28721,false
903636,050 PCT,COCKER,PETER,Police Officer,21590,false
903637,PROPCLK,COFFEY,BRIAN,Police Officer,29407,false
903638,TB DT04,COHEN,ARNOLD,Sergeant,05137,false
903639,YTH SS,COLAVITO,JOSEPH,Police Officer,19534,false
903641,049 PCT,COLEMAN,DOUGLAS,Police Officer,29053,false
903642,050 PCT,COLEMAN,JAMES,Sergeant,01810,false
903644,ESS 06,COLEMAN,PATRICK,Detective,00254,false
903645,MED DIV,COLLADO,FAUSTO,Police Officer,25997,false
903646,023 PCT,CRUZ,MICHELLE,Police Officer,13501,false
903647,TRF/MTF,COLLINS,PETER,Police Officer,29871,false
903648,077 DET,COLLORA,JOSEPH,Detective,01514,false
903649,D-E T/F,COLOMBO,VINCENZO,Detective,02423,false
903650,078 PCT,COLON,ANGEL,Police Officer,04581,false
903651,107 DET,COLON,DANIEL,Detective,06691,false
903652,046 PCT,COLON,FERNANDO,Police Officer,29409,false
903653,020 DET,COLON,JUAN,Detective,06519,false
903655,PBBX TF,COLON,LUIS,Lieutenant,00000,false
903656,023 PCT,AMATO,RICHARD,Police Officer,18088,false
903657,SATNOPS,COLON,ROSABEL,Detective,07149,false
903658,060 PCT,COLON,VENANCIA,Police Officer,26975,false
903659,073 PCT,COLUCCIELLO,MICHAEL,Police Officer,27427,false
903665,WARRSEC,COMER,JOHN,Detective,02091,true
903667,H BX/Q,CONENNA,ANTHONY,Police Officer,24415,false
903669,001 PCT,CONNOLLY,DENISE,Lieutenant,00000,false
903670,108 PCT,CONNOLLY,JAMES,Police Officer,23511,false
903671,DB BSVS,CONNOLLY,PATRICK,Detective,07633,false
903672,NARCBMS,CONROY,FRANCIS,Sergeant,04773,false
903673,CT LMSI,CONRY,SEAN,Lieutenant,00000,false
903675,047 PCT,CONTI,DANIEL,Police Officer,03859,false
903677,INT PSS,COOK,WILLIAM,Lieutenant,00000,false
903678,105 PCT,COOPER,JOVODA,Detective,01063,false
903679,033 PCT,COPPOLA,ANTHONY,Lieutenant,00000,false
903681,INT CIS,CORCIONE,THOMAS,Sergeant,01113,false
903682,TB DT32,CORCORAN,ROBERT,Lieutenant,00000,false
903685,PBMN,CORNEA,ALBERTO,Police Officer,06487,false
903686,013 PCT,CORNELIUS,DAVID,Police Officer,29935,false
903687,042 PCT,CORRADO,ROCCO,Police Officer,30632,false
903688,083 PCT,CORREA,RAFAEL,Police Officer,28965,false
903689,WARRSEC,CORTI,DARRELL,Detective,00587,false
903690,CW T TF,CORTRIGHT,PAUL,Sergeant,02665,false
903691,HQ SEC,CORVINO,OTTAVIO,Police Officer,29262,false
903692,WARRSEC,COSTALES,ANTHONY,Detective,07589,false
903693,NARCBBN,COSTIN,JOHN,Lieutenant,00000,false
903694,TB DT20,COTES,TIMOTHY,Lieutenant,00000,false
903695,INT EPU,COTTINGHAM,CHRISTOPHE,Sergeant,03545,false
903697,023 PCT,COTTO,RUBEN,Detective,04988,false
903699,RTCC,COURTESIS,JOSEPH,Inspector,00000,false
903700,063 PCT,COWELL,CRAIG,Police Officer,27450,false
903701,I T S D,COWEN,STEVEN,Sergeant,02248,false
903704,PBBX,CRECCO,LINO,Sergeant,02710,false
903705,122 PCT,CREECH,WILLIAM,Police Officer,29267,false
903706,PBQNT/F,CREPEZZI,GERALD,Police Officer,29896,false
903708,WARRSEC,MOONEY,AILEEN,Detective,03899,false
903709,TB DT01,CRESPO,LUIS,Lieutenant,00000,false
903710,120 PCT,CRIMMINS,BRIAN,Sergeant,02005,false
903711,050 PCT,CROWE,BRIAN,Police Officer,10582,false
903712,TB INV,CROWLEY,BRIAN,Captain,00000,false
903713,044 DET,CROWLEY,MATTHEW,Detective,06523,false
903714,070 PCT,CRUZ,JIMMY,Police Officer,31497,false
903715,006 PCT,CRUZ,MONICA,Police Officer,29898,false
903716,102 PCT,CUDA,SAVERIO,Police Officer,28094,false
903718,QNROBSQ,CULLINEY,JAMES,Detective,05356,false
903719,NARCBMN,CUMMINGS,KEITH,Detective,05981,false
903720,105 PCT,CUNNINGHAM,KERRY,Police Officer,29055,false
903722,108 PCT,CUPIDORE,ANDREW,Lieutenant,00000,false
903723,007 PCT,CURCIO,ROBERT,Police Officer,02205,false
903724,067 PCT,CURRY,KIMBERLY,Police Officer,29413,false
903725,MED DIV,CURRY,SUZETTE,Police Officer,31029,false
903727,E S U,CUSUMANO,JOSEPH,Police Officer,31750,false
903728,DB FID,CUTRONE,ANTHONY,Detective,03925,false
903729,DB SVD,CYMBALSKY,KARIANN,Police Officer,12932,false
903730,CJB,CZARK,CHRISTOPHER,Lieutenant,00000,false
903731,009 PCT,DADAMO,PETER,Police Officer,20766,false
903732,CRM CTL,DAAB,ALAN,Detective,06700,false
903734,010 PCT,DAGUIZAN,PIERRE,Police Officer,28451,false
903735,NARCBSI,DALESSANDRO,LEONARD,Detective,00439,false
903736,062 PCT,DALY,BRIAN,Police Officer,07406,false
903737,033 PCT,LAYTON,DENISE,Sergeant,02509,false
903738,PBBX,DALY,TIMOTHY,Police Officer,00694,false
903739,115 PCT,DAMATO,ANTHONY,Police Officer,05744,false
903740,024 PCT,DAMIAN,DONALD,Police Officer,29275,false
903741,PSA 1,DAMON,RONALD,Sergeant,00620,false
903742,120 PCT,DAMORA,JAMES,Police Officer,31499,false
903743,090 PCT,DANIELE,JOSEPH,Police Officer,24654,false
903744,123 PCT,DANTONI,CHRISTOPHE,Lieutenant,00000,false
903745,H MAN,DASILVA,MORGAN,Lieutenant,00000,false
903746,DRUG ENF TF,DAUGE,VINCENT,Detective,01722,false
903747,STR FOR,DAVELLA,NICHOLAS,Detective,06463,false
903748,GVSD Z2,DAVIN,DANIEL,Lieutenant,00000,false
903750,PBBX,BONIELLO,KIM,Police Officer,10593,false
903752,103 PCT,STRAIGES,SUNSHINE,Sergeant,03548,false
903753,SSD INV,DELAFUENTE,JEAN,Lieutenant,00000,false
903754,108 PCT,DEBLAISO,WILLIAM,Police Officer,30526,false
903755,084 PCT,DECICCO,JOSEPH,Lieutenant,00000,false
903756,081 PCT,DECKER,TIMOTHY,Police Officer,10588,false
903757,I T S D,DEE,MICHAEL,Police Officer,31907,false
903758,MED DIV,DEFOREST,LORI,Police Officer,12934,false
903759,C C SQD,DEGRAZIA,THOMAS,Detective,07642,false
903760,017 PCT,DEIXLER,LONNIE,Sergeant,01586,false
903761,042 PCT,DEJESUS,ANTHONY,Police Officer,10608,false
903762,MOUNTED,DEJESUS,EDWIN,Police Officer,28746,false
903763,030 PCT,DEJESUS,ROBERT,Police Officer,12972,false
903764,BKLN CT,DEJESUS,WANDA,Police Officer,01631,false
903765,NARCBBX,DELATORRE,STEVEN,Detective,00195,false
903766,DA NY,DELDUCA,JOSEPH,Deputy Inspector,00000,false
903769,101 PCT,DELLACROCE,VICTOR,Lieutenant,00000,false
903770,NARCBQN,DELLIGATTI,AMATO,Detective,07462,false
903771,POL LAB,DELORENZO,TONILYNN,Police Officer,06659,false
903772,025 PCT,DELRIO,JOEY,Police Officer,30527,false
903773,SIHU,DELROSARIO,SALVATOR,Police Officer,23476,false
903774,013 PCT,DELUCIA,JEANETTE,Police Officer,29011,false
903775,NARCBBX,DEMARCO,GINA,Detective,03712,false
903777,123 PCT,DEMATTEO,GREGG,Police Officer,00682,false
903778,025 DET,DENNING,CHRISTOPHE,Detective,05267,false
903779,062 DET,DENVER,PAUL,Detective,07242,false
903780,094 PCT,DEPAOLIS,MICHAEL,Detective,06465,false
903781,PBQN SU,DEPETER,PATRICK,Police Officer,05837,false
903782,TRF OPS,DEPOL,DONALD,Sergeant,02118,false
903783,060 PCT,DEPRISCO,CHRISTOPH,Police Officer,10622,false
903784,AV.UNIT,DERIENZO,DENNIS,Detective,02739,false
903785,020 PCT,DESANTIS,PAUL,Police Officer,05848,false
903786,062 PCT,DESIMONE,GAETANO,Police Officer,31179,false
903787,100 DET,DESMOND,ROBERT,Police Officer,03530,false
903789,INT CIS,DEVINE,THOMAS,Sergeant,01965,false
903791,C/SCENE,DEVIVO,MICHAEL,Detective,07219,false
903793,060 PCT,DEWITT,DANIEL,Police Officer,29239,false
903795,041 DET,DIAZ,FRANK,Detective,07313,false
903796,062 DET,DIAZ,KENNETH,Detective,01758,false
903797,TB,DIAZ,MARCELINO,Lieutenant,00000,false
903799,GANG SI,DICECCO,MICHAEL,Sergeant,03303,false
903801,006 PCT,DIFRANCO,GINA,Police Officer,30119,false
903802,DB SVD,DIGAUDIO,NICHOLAS,Detective,05534,false
903803,PBBS,DIGIACOMO,FRANK,Chiefs and other ranks,00000,true
903804,PROPCLK,DIMARTINO,VINCENT,Police Officer,29060,false
903805,MED DIV,DIMARZO,CHRISTOPHE,Police Officer,11963,false
903806,PBMS SU,DIMINO,MICHAEL,Lieutenant,00000,false
903807,034 PCT,DINELLA,ANDREA,Police Officer,03758,false
903809,PBMN TF,DIPPOLITO,STEVEN,Police Officer,12994,false
903810,ESS 08,DISALVO,DAVID,Detective,04794,false
903812,HWY 02,DITORO,STEVEN,Sergeant,02141,false
903813,DBQN,DIVAGNO,DONNA,Lieutenant,00000,false
903814,062 DET,DIVERS,JOHN,Detective,04207,false
903815,SRG 4,DIVIRGILIO,MATTHEW,Police Officer,31911,false
903820,NARCBQN,DOLCE,ANTHONY,Detective,02222,false
903821,PSA 1,DOMINGUEZ,CHRISTOPHE,Lieutenant,00000,false
903822,113 PCT,DONLIN,JAMES,Police Officer,26808,false
903823,QAS,DONNELLY,JAMES,Deputy Inspector,00000,true
903824,M I S D,DONNELLY,MICHAEL,Police Officer,24662,false
903825,068 PCT,DONOHUE,DANIEL,Police Officer,31045,false
903826,DET BUR,DONOHUE,WILLIAM,Detective,00206,false
903828,SVD Z2,DONOVAN,MICHAEL,Lieutenant,00000,false
903829,MTN PCT,DOORLEY,AIDAN,Police Officer,00664,false
903830,PROPCLK,DORDAL,EDWIN,Sergeant,02791,false
903831,INT EPU,DOUGHERTY,EDWARD,Detective,07161,false
903833,PBBX TF,DOUTHIT,KEVIN,Police Officer,31345,false
903834,DR.ED&T,DOWD,DARREN,Police Officer,27000,false
903835,INT UOU,DOWD,RICHARD,Detective,3611,false
903838,PBBN TF,DOYLE,CHRISTOPH,Lieutenant,00000,false
903839,E S U,DOYLE,WALTER,Sergeant,02523,false
903841,PROPCLK,DREW,TIMOTHY,Sergeant,04542,false
903842,POL LAB,DRISCOLL,SEAN,Police Officer,03321,false
903843,CRM CTL,DRONZEK,LORI,Police Officer,02438,false
903844,CD OFF,DROS,ISRAEL,Detective,07755,false
903845,PBBX SU,FLYNN,ALEXIS,Police Officer,20829,false
903846,NARCBBX,DUFFY,BRENDAN,Lieutenant,00000,false
903849,DB BNHM,DUFFY,TIMOTHY,Detective,02381,false
903851,ESU,DUIGNAN,BARRY,Lieutenant,00000,false
903852,103 PCT,DUMONT,GEORGE,Police Officer,24447,false
903853,TB DT20,DUNCAN,JAMES,Sergeant,01060,false
903854,NARCBBX,DUNSING,THOMAS,Detective,07648,false
903857,C TERR,DURINICK,JOHN,Sergeant,05148,false
903859,TRF OPS,EARLS,WENDY,Police Officer,29430,false
903860,114 PCT,EDGEWORTH,WILLIAM,Police Officer,25267,false
903862,PBMN,EDWARDS,DALE,Detective,05994,false
903863,043 PCT,EDWARDS,FAVEL,Police Officer,04115,false
903865,DBSI OP,EDWARDS,SEAN,Detective,07591,false
903867,A P DIV,ARROYO,JOSE,Sergeant,00180,false
903868,033 PCT,ELIEPIERRE,RAYMOND,Sergeant,00609,false
903869,DB LPS,ELSASSER,THOMAS,Detective,01227,false
903870,094 PCT,EMANUELE,PAUL,Police Officer,24460,false
903873,TRF/MTF,ENEA,ERNEST,Police Officer,31361,false
903874,PROPCLK,ENGEL,CHRISTOPHE,Police Officer,19157,false
903875,LAB EVID&SECTY,ENTENMANN,JOHN,Detective,00270,true
903877,HSG BUR,CHANSHUE,SOYINI,Sergeant,02911,false
903878,044 PCT,ERNEST,ROBERT,Police Officer,28468,false
903880,CPK PCT,ESTEPA,ERIK,Police Officer,30648,false
903881,H BX/Q,ESTRADA,ESTEBAN,Police Officer,19180,false
903882,PBBX SC,ESTRADA,KEVIN,Detective,06540,false
903883,084 PCT,EVANS,DANIEL,Police Officer,06699,false
903884,CW T TF,FAGONE,CHRISTOPHE,Police Officer,29743,false
903885,SP FRDS,FAILLA,JOSEPH,Detective,07156,false
903887,NARCBSI,FANIZZI,JOHN,Detective,07652,false
903889,WARRSEC,FARINA,RICHARD,Detective,00004,false
903890,DB QNHM,FARKASH,CHRISTIAN,Detective,06716,false
903891,PBBX TF,FARMER,SEAN,Police Officer,27011,false
903892,043 PCT,FARRELL,STEPHEN,Sergeant,04330,false
903895,OCDE-SF,FARRY,JOHN,Detective,07653,false
903896,105 PCT,FAUVELL,MATTHEW,Police Officer,31358,false
903897,PROPCLK,FAVALE,JOSEPH,Police Officer,13310,false
903898,MN SU ECT,FAVIS,WINSTON,Police Officer,23096,false
903899,046 PCT,FEDERLEIN,ERIC,Police Officer,06754,false
903900,O M A P,FEE,EUGENE,Sergeant,05150,false
903901,013 PCT,FELDSTEIN,KENNETH,Police Officer,02474,false
903903,010 PCT,FELICIANO,DIEGO,Police Officer,23958,false
903907,115 PCT,FERENCZY,JESSICA,Police Officer,24468,false
903909,WARRSEC,FERNANDEZ,MIGUEL,Detective,02026,false
903910,L.I.M.S,DECICCO,KIMBERLY,Police Officer,30122,false
903911,044 PCT,FERREIRA,ROBERTO,Police Officer,28096,false
903912,046 PCT,FERRIS,RODNEY,Lieutenant,00000,false
903913,MP SQD,FERRISO,JOHN,Sergeant,04447,false
903914,034 PCT,FERRONE,JOSEPH,Police Officer,25275,false
903915,049 PCT,FICO,JAMES,Police Officer,08616,false
903916,PBSI,FIELDS,AARKIEAM,Police Officer,25588,false
903917,HWY 01,FIELDS,MARK,Police Officer,13013,false
903918,010 PCT,FIELDS,MICHAEL,Sergeant,03124,false
903919,BM SEC,FIGUEROA,ALFONSO,Police Officer,14111,false
903920,HQ SEC,FIGUEROA,ALICE,Police Officer,02668,false
903921,033 PCT,ATTANASIO,GARY,Police Officer,18552,false
903923,BKLN CT,FIGUEROA,JORGE,Police Officer,28968,false
903924,050 PCT,PELLEGRINI,SANDRA,Sergeant,04208,false
903926,ESS 10,FINCK,MICHAEL,Detective,06767,false
903927,F.T.S.,FINNERTY,LAURENCE,Detective,01643,false
903928,QNS CT,FINNIN,WILLIAM,Police Officer,05857,false
903930,PB HRD,FIORAVANTE,JOHN,Lieutenant,00000,false
903932,100 PCT,BARNEY,KEVIN,Lieutenant,00000,false
903933,ND NMI,FISCINA,PETER,Detective,06367,false
903934,PBBN SU,FISHER,DARRYL,Police Officer,31050,false
903935,032 DET,FISHER,KEITH,Sergeant,02449,false
903936,071 PCT,FISHER,TIMOTHY,Police Officer,23557,false
903937,MC/SQD,FISHSTEIN,MARK,Detective,02352,false
903938,073 PCT,FISKE,TERRANCE,Police Officer,02623,false
903939,TB,FITZGERALD,KEVIN,Sergeant,03271,true
903940,111 PCT,FITZGERALD,PATRICK,Sergeant,01505,false
903941,NARCBBX,MALIN,SUSAN,Detective,07288,false
903943,043 PCT,FITZPATRICK,DENNIS,Police Officer,26354,false
903944,SP INV,FITZPATRICK,PATRICK,Sergeant,02527,false
903945,109 PCT,FITZPATRICK,SCOTT,Police Officer,00447,false
903946,CW T TF,FITZPATRICK,THOMAS,Police Officer,25280,false
903947,AUTO CD,FLAHERTY,JOSEPH,Detective,04561,false
903948,I T S D,FLEISCHMANN,BRIAN,Police Officer,10702,false
